Tweet ID,Text,Sentiment,Timestamp,User ID,Platform ID,Hashtags,Retweets,Likes,Country ID
Posts_42,Celebrating a friends birthday tonight,Positive,2023-01-28 19:30:00,User_42,FB,#Birthday #Celebration,15,30,UK
Posts_43,Feeling accomplished after a productive day,Positive,2023-01-29 17:00:00,User_43,IG,#Accomplished #Success,22,45,IN
Posts_44,A cozy evening with a good movie,Positive,2023-01-29 20:20:00,User_44,X,#CozyNight #MovieTime,18,35,CA
Posts_45,Exploring local art galleries this weekend,Positive,2023-01-30 11:30:00,User_45,FB,#Art #GalleryExplore,15,30,US
Posts_46,New book release from my favorite author,Positive,2023-01-30 15:45:00,User_46,IG,#BookRelease #FavoriteAuthor,12,25,UK
Posts_47,Attending a virtual reality meetup,Positive,2023-01-30 18:30:00,User_47,X,#VRMeetup #VirtualReality,28,55,IN
Posts_48,Reflecting on the beauty of nature,Positive,2023-01-31 10:45:00,User_48,FB,#Nature #Reflection,15,30,AU
Posts_49,Cooking a special dinner for loved ones,Positive,2023-01-31 19:00:00,User_49,IG,#Cooking #SpecialDinner,20,40,US
Posts_50,Feeling optimistic about the week ahead,Positive,2023-01-31 16:20:00,User_50,X,#Optimism #NewWeek,15,30,CA
Posts_51,Starting a new fitness challenge tomorrow,Positive,2023-02-01 08:00:00,User_51,FB,#FitnessChallenge #NewBeginnings,22,45,UK
Posts_52,Sunday bike ride through scenic trails,Positive,2023-02-01 13:30:00,User_52,IG,#BikeRide #ScenicTrails,18,35,US
Posts_53,Cant believe the injustice happening in our society,Negative,2023-02-11 09:30:00,User_53,X,#Injustice #Angry,20,40,CA
Posts_54,Feeling a sense of fear after watching a thriller movie,Negative,2023-02-11 21:15:00,User_54,IG,#Fear #ThrillerMovie,15,30,US
Posts_55,Heartbroken after hearing the news about a natural disaster,Negative,2023-02-12 14:45:00,User_55,FB,#Sadness #NaturalDisaster,25,50,IN
Posts_56,The state of the worlds environment is just disgusting,Negative,2023-02-12 18:20:00,User_56,X,#Disgust #Environment,18,35,UK
Posts_57,Pure happiness celebrating a loved ones achievement,Positive,2023-02-13 10:00:00,User_57,IG,#Happiness #Celebration,30,60,US
Posts_58,Laughter is the best medicineenjoying a comedy show,Positive,2023-02-13 19:30:00,User_58,FB,#Joy #ComedyShow,22,45,CA
Posts_59,Sharing love and positive vibes with everyone,Positive,2023-02-14 08:30:00,User_59,X,#Love #SpreadLove,15,30,AU
Posts_60,An amusing incident brightened up my day,Negative,2023-02-14 14:20:00,User_60,IG,#Amusement #FunTimes,18,35,UK
Posts_61,Enjoying a quiet evening with a book and some tea,Negative,2023-02-14 19:45:00,User_61,FB,#Enjoyment #BookTime,25,50,CA
Posts_62,Admiring the beauty of nature during a peaceful hike,Negative,2023-02-15 11:30:00,User_62,X,#Admiration #Nature,20,40,US
Posts_63,Sending affectionate vibes to all my followers,Negative,2023-02-15 16:00:00,User_63,IG,#Affection #PositiveVibes,15,30,US
Posts_64,Experiencing awe at the breathtaking sunset,Negative,2023-02-15 20:30:00,User_64,FB,#Awe #Breathtaking,22,45,AU
Posts_65,Disappointed with the service at a local restaurant,Negative,2023-02-16 09:00:00,User_65,X,#Disappointed #BadService,18,35,IN
Posts_66,A surprise gift from a friend made my day,Negative,2023-02-16 14:45:00,User_66,IG,#Surprise #Gift,25,50,US
Posts_67,Finding acceptance in the midst of lifes challenges,Negative,2023-02-16 18:20:00,User_67,FB,#Acceptance #Challenges,15,30,CA
Posts_68,Overflowing with adoration for my adorable pet,Negative,2023-02-17 10:45:00,User_68,X,#Adoration #PetLove,22,45,UK
Posts_69,Anticipating a thrilling adventure in the coming weeks,Negative,2023-02-17 07:30:00,User_69,IG,#Anticipation #Adventure,20,40,US
Posts_70,A bitter experience turned into a valuable lesson,Negative,2023-02-17 15:00:00,User_70,FB,#BitterLesson #Growth,18,35,US
Posts_71,Finding calmness in the midst of a busy day,Negative,2023-02-18 09:30:00,User_71,X,#Calmness #PeacefulMind,15,30,IN
Posts_72,Confusion clouds my mind as I navigate through decisions,Negative,2023-02-18 14:20:00,User_72,IG,#Confusion #DecisionMaking,25,50,UK
Posts_73,Excitement building up for the upcoming vacation,Negative,2023-02-18 18:45:00,User_73,FB,#Excitement #TravelPlans,22,45,CA
Posts_74,Kindness witnessed today restored my faith in humanity,Positive,2023-02-19 11:30:00,User_74,X,#Kindness #Humanity,20,40,US
Posts_75,Pride in achieving a personal milestone,Negative,2023-02-19 16:00:00,User_75,IG,#Pride #Milestone,30,60,AU
Posts_76,A moment of shame for not standing up against injustice,Negative,2023-02-19 19:45:00,User_76,FB,#Shame #Injustice,15,30,IN
Posts_77,Fuming with anger after a heated argument,Negative,2023-02-20 09:30:00,User_77,X,#Anger #Argument,20,40,CA
Posts_78,The fear of the unknown is keeping me up at night,Negative,2023-02-20 21:15:00,User_78,IG,#Fear #Unknown,15,30,US
Posts_79,Heartfelt sadness after bidding farewell to a dear friend,Negative,2023-02-21 14:45:00,User_79,FB,#Sadness #Farewell,25,50,IN
Posts_80,The state of corruption in our society is utterly disgusting,Negative,2023-02-21 18:20:00,User_80,X,#Disgust #Corruption,18,35,UK
Posts_81,Overflowing happiness welcoming a new family member,Positive,2023-02-22 10:00:00,User_81,IG,#Happiness #NewFamilyMember,30,60,UK
Posts_82,Laughter is the key to joyattending a standup comedy show,Positive,2023-02-22 19:30:00,User_82,FB,#Joy #StandUpComedy,22,45,CA
Posts_83,Sending love to all my followers on this beautiful day,Positive,2023-02-23 08:30:00,User_83,X,#Love #SpreadLove,15,30,AU
Posts_84,Amused by the antics of my petits pure amusement,Negative,2023-02-23 14:20:00,User_84,IG,#Amusement #PetAntics,18,35,UK
Posts_85,Enjoying every moment of this trippure enjoyment,Negative,2023-02-23 19:45:00,User_85,FB,#Enjoyment #Travel,25,50,US
Posts_86,Admiring the dedication of volunteers at a local charity,Negative,2023-02-24 11:30:00,User_86,X,#Admiration #Volunteers,20,40,US
Posts_87,Sending affectionate vibes to friends and family,Negative,2023-02-24 16:00:00,User_87,IG,#Affection #FamilyLove,15,30,US
Posts_88,Awestruck by the beauty of the night sky,Negative,2023-02-24 20:30:00,User_88,FB,#Awe #StarryNight,22,45,AU
Posts_89,Disappointed with the lack of progress in a personal project,Negative,2023-02-25 09:00:00,User_89,X,#Disappointed #Project,18,35,IN
Posts_90,A surprise visit from an old friend brought tears of joy,Negative,2023-02-25 14:45:00,User_90,IG,#Surprise #OldFriends,25,50,US
Posts_91,Embracing acceptance of lifes ups and downs,Negative,2023-02-25 18:20:00,User_91,FB,#Acceptance #LifeJourney,15,30,CA
Posts_92,Overflowing adoration for a cute rescue puppy,Negative,2023-02-26 10:45:00,User_92,X,#Adoration #PuppyLove,22,45,UK
Posts_93,Anticipating the release of a muchawaited movie,Negative,2023-02-26 07:30:00,User_93,IG,#Anticipation #MovieRelease,20,40,AU
Posts_94,Bitter experience at the customer service department,Negative,2023-02-26 15:00:00,User_94,FB,#BitterExperience #CustomerService,18,35,US
Posts_95,Finding calmness amidst the chaos of daily life,Negative,2023-02-27 09:30:00,User_95,X,#Calmness #InnerPeace,15,30,IN
Posts_96,Confusion reigns as I try to make sense of recent events,Negative,2023-02-27 14:20:00,User_96,IG,#Confusion #MakingSense,25,50,UK
Posts_97,Excitement building up for a surprise birthday party,Negative,2023-02-27 18:45:00,User_97,FB,#Excitement #SurpriseParty,22,45,CA
Posts_98,Witnessed an act of kindness that made my day,Positive,2023-02-28 11:30:00,User_98,X,#Kindness #ActsOfKindness,20,40,US
Posts_99,Pride in completing a challenging fitness challenge,Negative,2023-02-28 16:00:00,User_99,IG,#Pride #FitnessChallengeCompleted,30,60,UK
Posts_100,A moment of shame for not speaking up against injustice,Negative,2023-02-28 19:45:00,User_100,FB,#Shame #Injustice,15,30,IN
Posts_101,Reflecting on the beauty of diversity in our world,Negative,2023-03-01 10:45:00,User_101,X,#Acceptance #Diversity,22,45,AU
Posts_102,Excitement for a quiet evening with a good book,Negative,2023-03-01 13:30:00,User_102,IG,#Excitement #BookTime,18,35,US
Posts_103,Feeling bitter about the unfairness in the workplace,Negative,2023-03-01 17:45:00,User_103,X,#Bitter #Unfairness,15,30,CA
Posts_104,Calmness prevails as I practice mindfulness,Negative,2023-03-02 18:00:00,User_104,FB,#Calmness #Mindfulness,15,30,UK
Posts_105,Confusion surrounds me as I navigate through lifes choices,Negative,2023-03-02 13:15:00,User_105,IG,#Confusion #LifeChoices,30,60,US
Posts_106,Excitement for a weekend road trip to explore new places,Negative,2023-03-02 16:45:00,User_106,X,#Excitement #WeekendAdventure,25,50,IN
Posts_107,Kindness witnessed today restores my faith in humanity,Positive,2023-03-03 11:30:00,User_107,FB,#Kindness #HumanityRestored,22,45,US
Posts_108,Pride in accomplishing personal and professional goals,Negative,2023-03-03 14:30:00,User_108,IG,#Pride #Accomplishments,12,25,CA
Posts_109,Shame for not being true to my values in a difficult situation,Negative,2023-03-03 12:00:00,User_109,X,#Shame #Integrity,15,30,UK
Posts_110,Revisiting old memories feeling a sense of elation,Negative,2010-05-15 15:30:00,User_110,X,#Elation #Memories,20,40,CA
Posts_111,The victory of our team brought euphoria to the city,Negative,2021-08-10 21:15:00,User_111,IG,#Euphoria #Victory,15,30,US
Posts_112,Embracing the beauty of nature a moment of contentment,Negative,2011-06-20 14:45:00,User_112,FB,#Contentment #Nature,25,50,IN
Posts_113,Meditating by the serene lake finding inner peace,Negative,2022-02-12 18:20:00,User_113,X,#Serenity #Meditation,18,35,UK
Posts_114,Overflowing with gratitude for lifes blessings,Negative,2012-11-25 10:00:00,User_114,IG,#Gratitude #Blessed,30,60,AU
Posts_115,Hopeful for a brighter tomorrow despite challenges,Negative,2013-04-05 19:30:00,User_115,FB,#Hope #Optimism,22,45,US
Posts_116,Empowered to make a difference in my community,Negative,2014-09-14 08:30:00,User_116,X,#Empowerment #Community,15,30,UK
Posts_117,Compassion in action supporting a local charity event,Negative,2015-07-18 14:20:00,User_117,IG,#Compassion #CharityEvent,18,35,CA
Posts_118,A moment of tenderness connecting with loved ones,Negative,2016-02-23 19:45:00,User_118,FB,#Tenderness #FamilyTime,25,50,UK
Posts_119,Arousal of excitement as I await a special announcement,Negative,2017-10-30 11:30:00,User_119,X,#Arousal #Excitement,20,40,AU
Posts_120,Enthusiastically diving into a new project,Negative,2018-06-15 16:00:00,User_120,IG,#Enthusiasm #NewProject,15,30,US
Posts_121,Feeling a sense of fulfillment after reaching a milestone,Negative,2019-03-28 18:20:00,User_121,FB,#Fulfillment #Milestone,22,45,IN
Posts_122,Reverence for the beauty of a historic landmark,Negative,2019-11-11 15:00:00,User_122,X,#Reverence #History,18,35,UK
Posts_123,Elation after a surprise reunion with old friends,Negative,2020-04-02 09:30:00,User_123,IG,#Elation #OldFriends,25,50,CA
Posts_124,The euphoria of a live music concert under the stars,Negative,2021-06-19 14:45:00,User_124,FB,#Euphoria #LiveMusic,15,30,US
Posts_125,Contentment in the simplicity of a quiet Sunday,Negative,2010-08-15 10:00:00,User_125,X,#Contentment #SundayMood,30,60,AU
Posts_126,Serenity found in the pages of a favorite book,Negative,2011-09-22 19:30:00,User_126,IG,#Serenity #BookTime,22,45,UK
Posts_127,Gratitude for the support received during tough times,Negative,2012-03-10 08:30:00,User_127,FB,#Gratitude #Supportive,15,30,IN
Posts_128,Hopeful about the possibilities of a new journey,Negative,2013-12-05 16:00:00,User_128,X,#Hope #NewBeginnings,18,35,CA
Posts_129,Empowerment through learning and personal growth,Negative,2014-07-20 11:30:00,User_129,IG,#Empowerment #PersonalGrowth,25,50,US
Posts_130,Compassion towards those in need during the holidays,Negative,2015-12-22 14:20:00,User_130,FB,#Compassion #HolidaySupport,18,35,US
Posts_131,Tenderness in the warmth of a cozy winter evening,Negative,2016-02-10 19:45:00,User_131,X,#Tenderness #CozyEvening,25,50,UK
Posts_132,Arousal of excitement for an upcoming adventure,Negative,2017-04-30 11:30:00,User_132,IG,#Arousal #AdventureTime,20,40,AU
Posts_133,Enthusiasm for a creative project in the making,Negative,2018-09-15 16:00:00,User_133,FB,#Enthusiasm #Creativity,15,30,CA
Posts_134,Fulfillment in completing a challenging workout routine,Negative,2019-06-28 18:20:00,User_134,X,#Fulfillment #FitnessGoals,22,45,IN
Posts_135,Reverence for the artistry displayed in a museum,Negative,2020-11-11 15:00:00,User_135,IG,#Reverence #ArtAppreciation,18,35,UK
Posts_136,Elation after achieving a personal goal,Negative,2021-03-02 09:30:00,User_136,FB,#Elation #PersonalAchievement,25,50,US
Posts_137,Elation over discovering a hidden gem in the city,Negative,2012-02-18 14:30:00,User_137,X,#Elation #HiddenGem,20,40,US
Posts_138,The euphoria of a surprise birthday celebration,Negative,2018-11-05 21:45:00,User_138,IG,#Euphoria #BirthdaySurprise,15,30,UK
Posts_139,Contentment in the simplicity of a homecooked meal,Negative,2015-09-12 13:20:00,User_139,FB,#Contentment #HomeCooking,25,50,IN
Posts_140,Serenity found in the melody of a peaceful piano,Negative,2016-07-30 18:10:00,User_140,X,#Serenity #PeacefulMelody,18,35,CA
Posts_141,Gratitude for the supportive community around me,Negative,2013-04-20 10:30:00,User_141,IG,#Gratitude #CommunitySupport,30,60,US
Posts_142,Hopeful about the prospects of a new business venture,Negative,2017-12-08 19:15:00,User_142,FB,#Hope #BusinessVenture,22,45,CA
Posts_143,Empowerment through mentoring and guiding others,Negative,2014-06-03 08:20:00,User_143,X,#Empowerment #Mentorship,15,30,UK
Posts_144,Compassion shown through acts of kindness in the community,Negative,2019-01-15 14:50:00,User_144,IG,#Compassion #CommunityKindness,18,35,AU
Posts_145,Tenderness in a heartfelt message to a loved one,Negative,2016-12-25 19:30:00,User_145,FB,#Tenderness #LoveNote,25,50,UK
Posts_146,Arousal of excitement before a muchawaited trip,Negative,2018-03-10 09:45:00,User_146,X,#Arousal #TravelAdventure,20,40,IN
Posts_147,Enthusiasm for a new artistic project in the works,Negative,2020-09-17 16:30:00,User_147,IG,#Enthusiasm #ArtisticProject,15,30,US
Posts_148,Feeling a sense of fulfillment after helping others,Negative,2011-08-28 18:45:00,User_148,FB,#Fulfillment #HelpingOthers,22,45,CA
Posts_149,Reverence for the historical significance of a landmark,Negative,2017-11-01 15:30:00,User_149,X,#Reverence #HistoricalSite,18,35,AU
Posts_150,Elation after achieving a fitness milestone,Negative,2019-06-15 10:00:00,User_150,IG,#Elation #FitnessMilestone,25,50,UK
Posts_151,The euphoria of a successful product launch,Negative,2022-04-03 11:45:00,User_151,FB,#Euphoria #ProductLaunchSuccess,15,30,US
Posts_152,Contentment in the embrace of a loved one,Negative,2010-11-12 20:20:00,User_152,X,#Contentment #Love,30,60,IN
Posts_153,Serenity found in the beauty of a sunset by the sea,Negative,2011-07-22 18:30:00,User_153,IG,#Serenity #SunsetViews,22,45,CA
Posts_154,Gratitude for the small joys that each day brings,Negative,2012-03-30 11:20:00,User_154,FB,#Gratitude #SmallJoys,15,30,AU
Posts_155,Hopeful about the potential for personal growth,Negative,2013-10-05 16:40:00,User_155,X,#Hope #PersonalDevelopment,18,35,UK
Posts_156,Empowerment through learning a new skill,Negative,2014-07-10 13:15:00,User_156,IG,#Empowerment #SkillBuilding,25,50,IN
Posts_157,Compassion in volunteering for a local charity,Negative,2015-12-18 14:20:00,User_157,FB,#Compassion #VolunteerWork,18,35,US
Posts_158,Tenderness in a quiet moment shared with a pet,Negative,2016-02-10 19:45:00,User_158,X,#Tenderness #PetLove,25,50,CA
Posts_159,Arousal of excitement for an upcoming festival,Negative,2017-09-25 11:30:00,User_159,IG,#Arousal #FestivalExcitement,20,40,UK
Posts_160,Enthusiasm for a DIY home improvement project,Negative,2018-04-15 16:00:00,User_160,FB,#Enthusiasm #HomeImprovement,15,30,AU
Posts_161,Fulfillment in completing a challenging puzzle,Negative,2019-11-28 18:20:00,User_161,X,#Fulfillment #PuzzleChallenge,22,45,IN
Posts_162,Reverence for the wonders of nature on a hiking trail,Negative,2020-05-11 15:00:00,User_162,IG,#Reverence #NatureExploration,18,35,US
Posts_163,Elation after a surprise reunion with a childhood friend,Negative,2021-02-05 09:30:00,User_163,FB,#Elation #FriendshipReunion,25,50,CA
Posts_164,Suffering from despair after another setback,Negative,2021-03-10 08:30:00,User_164,X,#Despair #Struggle,5,10,US
Posts_165,Overwhelmed by grief missing a loved one dearly,Negative,2022-07-05 15:45:00,User_165,IG,#Grief #Loss,8,15,CA
Posts_166,Loneliness creeps in as the night grows colder,Negative,2019-11-18 21:20:00,User_166,FB,#Loneliness #Isolation,10,20,UK
Posts_167,Jealousy consumes me as I witness others success,Negative,2020-08-12 11:30:00,User_167,X,#Jealousy #Envy,12,25,IN
Posts_168,Resentment building up over past betrayals,Negative,2018-05-22 14:45:00,User_168,IG,#Resentment #Bitterness,7,15,AU
Posts_169,Frustration mounts as obstacles block my path,Negative,2017-01-30 16:10:00,User_169,FB,#Frustration #Obstacles,10,20,US
Posts_170,Boredom sets in the day feels endlessly dull,Negative,2016-09-28 19:45:00,User_170,X,#Boredom #LackOfInterest,8,15,CA
Posts_171,Anxiety grips my heart worry clouds my thoughts,Negative,2019-04-15 09:00:00,User_171,IG,#Anxiety #Worry,12,25,UK
Posts_172,Intimidation by the unknown future ahead,Negative,2021-12-03 18:30:00,User_172,FB,#Intimidation #Fear,15,30,IN
Posts_173,Helplessness sinks in as challenges pile up,Negative,2020-06-20 14:20:00,User_173,X,#Helplessness #Overwhelmed,8,15,AU
Posts_174,Envy eats away at me as I see others prosperity,Negative,2018-11-07 11:30:00,User_174,IG,#Envy #Desire,10,20,CA
Posts_175,Regret over missed opportunities haunts my thoughts,Negative,2017-08-25 16:00:00,User_175,FB,#Regret #MissedChances,12,25,UK
Posts_176,Disgust at the sight of injustice and cruelty,Negative,2019-02-11 09:45:00,User_176,X,#Disgust #Injustice,7,15,IN
Posts_177,Drowning in despair hope slipping through my fingers,Negative,2016-04-02 20:20:00,User_177,IG,#Despair #Hopeless,10,20,US
Posts_178,Grief weighs heavy tears a constant companion,Negative,2015-10-18 15:30:00,User_178,FB,#Grief #Tears,12,25,CA
Posts_179,Loneliness in a crowded room a silent cry for connection,Negative,2019-07-12 18:10:00,User_179,X,#Loneliness #SeekingConnection,15,30,UK
Posts_180,Jealousy gnaws at my confidence a toxic emotion,Negative,2018-06-03 16:30:00,User_180,IG,#Jealousy #Insecurity,8,15,IN
Posts_181,Resentment festers poisoning relationships,Negative,2022-01-15 12:00:00,User_181,FB,#Resentment #BrokenTrust,10,20,AU
Posts_182,Frustration boils over a volcanic eruption of emotions,Negative,2017-04-10 14:45:00,User_182,X,#Frustration #EmotionalOutburst,12,25,US
Posts_183,Boredom settles like dust life feels mundane,Negative,2016-11-28 19:00:00,User_183,IG,#Boredom #Monotony,7,15,CA
Posts_184,Anxiety grips my chest a relentless grip on my thoughts,Negative,2018-09-05 09:30:00,User_184,FB,#Anxiety #Restlessness,10,20,UK
Posts_185,Intimidation by the challenges ahead fear takes hold,Negative,2021-10-22 18:30:00,User_185,X,#Intimidation #FacingFear,15,30,IN
Posts_186,Helplessness engulfs me drowning in a sea of problems,Negative,2019-05-08 14:20:00,User_186,IG,#Helplessness #Struggling,8,15,AU
Posts_187,Envy poisons my thoughts coveting others success,Negative,2017-03-20 11:30:00,User_187,FB,#Envy #Success,10,20,CA
Posts_188,Regret for decisions that led to a painful present,Negative,2018-12-15 16:00:00,User_188,X,#Regret #PastChoices,12,25,US
Posts_189,Disgust at the corruption that stains society,Negative,2016-07-01 09:45:00,User_189,IG,#Disgust #Corruption,7,15,UK
Posts_190,Sinking in despair each day darker than the last,Negative,2020-08-20 20:20:00,User_190,FB,#Despair #DarkDays,10,20,IN
Posts_191,Grief overwhelms a storm of emotions within,Negative,2021-02-25 15:30:00,User_191,X,#Grief #EmotionalStorm,12,25,CA
Posts_192,Loneliness echoes in empty spaces yearning for connection,Negative,2019-09-12 18:10:00,User_192,IG,#Loneliness #YearningForConnection,15,30,AU
Posts_193,Jealousy poisons my thoughts resentment brewing within,Negative,2018-08-05 16:30:00,User_193,FB,#Jealousy #Resentment,8,15,US
Posts_194,Resentment festers a wound that refuses to heal,Negative,2017-01-12 12:00:00,User_194,X,#Resentment #Unforgiving,10,20,IN
Posts_195,Frustration escalates a thunderstorm of emotions,Negative,2022-04-05 14:45:00,User_195,IG,#Frustration #EmotionalOutburst,12,25,UK
Posts_196,Boredom lingers a stagnant pool of indifference,Negative,2021-10-02 19:00:00,User_196,FB,#Boredom #Stagnation,7,15,CA
Posts_197,Embarking on a journey of discovery fueled by curiosity and a thirst for knowledge,Negative,2023-04-15 10:15:00,User_197,X,#Curiosity #Learning,15,30,US
Posts_198,Lost in the vast sea of information an indifferent wave in the digital ocean,Negative,2022-11-28 17:30:00,User_198,IG,#Indifference #DigitalOverload,7,15,CA
Posts_199,The complex puzzle of life leaves me in a state of perpetual confusion seeking answers in the chaos,Negative,2020-04-02 09:45:00,User_199,FB,#Confusion #LifePuzzle,10,20,UK
Posts_200,A numbness settles over me a shield against the overwhelming emotions life throws my way,Negative,2021-08-10 14:00:00,User_200,X,#Numbness #EmotionalShield,8,15,IN
Posts_201,Gazing at the sunset a melancholic longing for moments that slip through the fingers of time,Negative,2019-06-18 20:45:00,User_201,IG,#Melancholy #SunsetMoments,12,25,AU
Posts_202,Revisiting old photographs caught in the embrace of nostalgias bittersweet symphony,Negative,2018-02-05 15:15:00,User_202,FB,#Nostalgia #MemoryLane,10,20,US
Posts_203,Torn between conflicting emotions an ambivalence that paints my decisions in shades of uncertainty,Negative,2022-05-30 11:30:00,User_203,X,#Ambivalence #UncertainChoices,12,25,CA
Posts_204,Embracing the ebb and flow of life finding acceptance in the dance of existence,Negative,2023-01-10 16:20:00,User_204,IG,#Acceptance #LifeJourney,15,30,UK
Posts_205,Facing challenges headon a determination that fuels the fire within to achieve the impossible,Negative,2020-09-18 13:45:00,User_205,FB,#Determination #AchieveTheImpossible,10,20,IN
Posts_206,Serenity found in the stillness of nature a tranquil retreat from the chaos of the modern world,Negative,2021-07-03 19:00:00,User_206,X,#Serenity #NatureRetreat,12,25,AU
Posts_207,Curiosity leading me down the rabbit hole of knowledge a perpetual student in lifes classroom,Negative,2022-10-08 08:15:00,User_207,IG,#Curiosity #KnowledgeQuest,20,40,US
Posts_208,Floating through the day with an air of indifference detached from the mundane happenings around,Negative,2023-03-22 16:30:00,User_208,FB,#Indifference #FloatingThroughLife,10,20,CA
Posts_209,Entangled in the web of thoughts confusion reigning as I navigate the labyrinth of ideas,Negative,2021-05-15 11:45:00,User_209,X,#Confusion #ThoughtLabyrinth,15,30,UK
